一〇〇式観測挺進車テレ,1348,1348,-2983,名詞,固有名詞,一般,*,*,*,一〇〇式観測挺進車テレ,ヒャクシキカンソクテイシンシャ,ヒャクシキカンソクテイシンシャ,11/13,*
一か八か,1348,1348,4229,名詞,固有名詞,一般,*,*,*,一か:八か,イチカ:バチカ,イチカ:バチカ,2/3:2/3,*
一つ星,1348,1348,4167,名詞,固有名詞,一般,*,*,*,一つ星,ヒトツボシ,ヒトツボシ,3/5,*
一つ目入道,1348,1348,3815,名詞,固有名詞,一般,*,*,*,一つ目入道,ヒトツメニュウドー,ヒトツメニュウドー,5/8,*
一つ葉豆蔦,1348,1348,4188,名詞,固有名詞,一般,*,*,*,一つ葉豆蔦,ヒトツバマメズタ,ヒトツバマメズタ,6/8,*
一を聞いて十を知る,1348,1348,-3936,名詞,固有名詞,一般,*,*,*,一を聞いて十を知る,イチオキイテジューオシル,イチオキイテジューオシル,7/11,*
一ゾロの昌,1348,1348,4188,名詞,固有名詞,一般,*,*,*,一ゾロの昌,ピンゾロノマサ,ピンゾロノマサ,0/7,*
一ツ星,1348,1348,5792,名詞,固有名詞,一般,*,*,*,一ツ星,ヒトツボシ,ヒトツボシ,3/5,*
一ノ井町,1348,1348,4229,名詞,固有名詞,一般,*,*,*,一ノ井町,イチノイチョー,イチノイチョー,4/6,*
一ノ宮八幡社,1348,1348,4147,名詞,固有名詞,一般,*,*,*,一ノ宮八幡社,イチノミヤハチマンシャ,イチノミヤハチマンシャ,8/10,*
一一ライン,1348,1348,-2918,名詞,固有名詞,一般,*,*,*,一一ライン,イチイチライン,イチイチライン,5/7,*
一丁字を知らず,1348,1348,4106,名詞,固有名詞,一般,*,*,*,一丁字を知らず,イッテイジオシラズ,イッテイジオシラズ,3/9,*
一万人の第九,1348,1348,734,名詞,固有名詞,一般,*,*,*,一万人の第九,イチマンニンノダイク,イチマンニンノダイク,0/10,*
一万年、後．．．．,1348,1348,-17076,名詞,固有名詞,一般,*,*,*,一万年、後....,イチマンネンゴ,イチマンネンゴ,0/7,*
一万年、後．．．．。,1348,1348,-20234,名詞,固有名詞,一般,*,*,*,一万年、後....。,イチマンネンゴ,イチマンネンゴ,0/7,*
一万田尚登,1348,1348,4188,名詞,固有名詞,一般,*,*,*,一万田尚登,イチマダヒサト,イチマダヒサト,5/7,*
一丈紅,1348,1348,5792,名詞,固有名詞,一般,*,*,*,一丈紅,イチジョーコー,イチジョーコー,3/6,*
